Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
290010805000001;1;0;258627;258627;0;15;18;44;89;30;3;2;2;0;17;
290010805000002;1;0;185922;185922;0;4;11;30;53;26;7;3;1;0;3;
290010805000003;1;0;176568;176568;0;14;23;62;70;25;4;1;1;0;44;
290010805000004;1;0;293511;293511;0;4;13;46;72;36;9;4;4;1;2;
290010805000005;1;0;139644;139644;0;4;8;18;42;16;1;2;0;1;2;
290010805000006;8;0;156701;156701;0;43;20;74;76;6;1;0;0;0;12;
290010805000007;8;0;99463;99463;0;18;10;36;51;6;1;0;1;0;14;
290010805000008;8;0;28454;28454;0;14;0;11;16;2;1;0;0;0;1;
290010805000009;8;0;185173;185173;0;11;37;55;93;21;1;0;0;0;2;
290010805000010;8;1;181204;180582;622;11;30;50;76;8;0;1;2;0;4;
290010810000001;1;0;111793;111793;0;16;16;43;46;11;0;2;0;0;8;
290010810000002;8;0;117976;117976;0;39;24;30;58;15;1;0;0;0;2;
290010810000003;8;0;23551;23551;0;27;11;6;12;2;0;0;0;0;7;
290010810000004;8;0;45327;45327;0;8;0;10;26;4;0;0;0;0;5;
290010810000005;5;0;117236;117236;0;27;12;48;62;8;1;0;0;0;14;
290010810000006;8;0;32912;32912;0;24;8;13;11;1;0;0;0;0;7;
290010810000007;5;0;23591;23591;0;10;5;8;11;4;0;0;0;0;5;
290010810000008;1;0;121027;121027;0;29;24;40;52;10;1;0;0;0;8;
290020705000001;1;1;252852;252652;200;29;35;61;64;28;6;5;1;0;8;
290020705000002;1;0;298754;298754;0;11;20;54;62;27;10;5;3;2;28;
290020705000003;1;0;248217;248217;0;6;15;32;37;23;12;5;5;1;5;
290020705000004;1;0;136083;136083;0;23;23;36;48;10;4;1;0;1;53;
290020705000006;8;0;36164;36164;0;24;15;20;8;1;1;0;0;0;15;
290020705000007;8;0;8374;8374;0;4;4;3;4;0;0;0;0;0;5;
290020705000008;8;0;45536;45536;0;25;15;15;17;0;0;0;0;0;6;
290020705000009;1;1;153554;153464;90;33;24;45;41;7;3;4;0;0;14;
290020705000010;1;0;82179;82179;0;24;25;39;26;7;1;0;0;0;3;
290020705000011;1;0;133460;133460;0;14;35;63;53;6;1;1;0;0;2;
290020705000012;1;0;89115;89115;0;53;43;50;21;2;0;0;0;0;29;
290020710000001;1;2;131214;129984;1230;17;24;39;45;9;4;0;0;0;10;
290020710000002;1;4;204945;203525;1420;46;65;97;63;13;1;0;1;0;21;
290020710000003;8;0;4053;4053;0;1;2;1;3;0;0;0;0;0;1;
290020710000004;5;0;76607;76607;0;20;17;31;36;3;1;0;0;0;5;
290020710000005;8;0;28088;28088;0;15;9;13;12;1;0;0;0;0;4;
290020710000006;8;0;160927;160927;0;81;51;63;54;5;0;0;0;0;57;
290020710000007;8;0;75324;75324;0;21;16;38;29;0;0;0;0;0;60;
290020710000008;5;0;56915;56915;0;33;35;20;18;4;0;0;0;0;3;
290020710000009;5;0;26330;26330;0;15;19;12;7;2;0;0;0;0;2;
290020710000010;5;0;20926;20926;0;13;6;11;4;2;0;0;0;0;29;
290020710000011;5;0;50597;50597;0;9;10;22;16;0;1;0;0;0;11;
290020710000012;5;0;41993;41993;0;13;19;14;12;3;0;0;0;0;1;
290020710000013;5;0;32881;32881;0;17;21;12;10;2;0;0;0;0;11;
290020710000014;8;0;136680;136680;0;59;76;86;31;3;0;0;0;0;31;
290020710000015;8;0;17575;17575;0;7;15;7;5;0;0;0;0;0;1;
290020710000016;8;0;49000;49000;0;18;9;15;20;3;0;0;0;0;13;
290020710000017;8;0;6162;6162;0;8;3;3;3;0;0;0;0;0;0;
290020710000018;8;0;45046;45046;0;19;25;18;14;0;0;0;0;0;19;
290020710000019;1;2;175674;175090;584;18;24;38;34;17;5;4;0;0;14;
290020710000020;1;1;163577;162677;900;86;47;86;56;5;0;0;0;0;22;
290020710000021;8;7;41803;41803;0;22;9;18;18;0;0;1;0;0;81;
290020710000022;8;0;16420;16420;0;9;2;4;5;2;0;0;0;0;0;
290030605000001;1;0;147109;147109;0;3;4;14;21;13;7;4;4;0;6;
290030605000002;1;1;151871;150971;900;32;24;47;62;13;2;1;0;0;25;
290030605000003;1;0;180258;180258;0;115;80;90;48;11;0;1;1;0;32;
290030605000004;1;2;47492;47402;90;18;15;23;15;1;1;0;0;0;13;
290030605000005;1;3;280693;277941;2752;26;29;66;85;27;8;8;3;0;28;
290030605000006;1;0;166875;166875;0;17;31;43;43;16;5;1;2;0;9;
290030605000007;1;1;137836;137386;450;50;51;49;50;12;1;0;0;0;16;
290030605000008;1;0;130920;130920;0;40;35;52;51;16;2;0;0;0;39;
290030605000009;1;0;99221;99221;0;15;18;31;36;8;3;0;0;0;9;
290030605000010;1;0;72590;72590;0;45;45;35;24;3;1;0;0;0;13;
290030605000011;1;0;127611;127611;0;12;18;51;49;11;1;1;1;0;2;
290030605000012;1;0;92248;92248;0;60;43;63;24;5;0;0;0;0;8;
290030605000013;1;0;286320;286320;0;11;25;55;83;41;12;2;5;0;7;
290030605000014;8;1;72935;72810;125;31;27;25;30;3;1;1;0;0;10;
290030605000015;8;0;50984;50984;0;24;20;20;10;0;0;1;1;0;3;
290030605000016;8;2;72541;71831;710;16;22;31;16;5;0;0;0;1;5;
290030605000017;8;1;9552;9232;320;9;3;5;4;0;0;0;0;0;1;
290030605000018;5;0;71361;71361;0;28;33;33;33;3;0;0;1;0;7;
290030605000019;1;0;118358;118358;0;17;25;32;36;11;1;0;2;0;26;
290030605000020;1;1;91063;91063;0;24;28;36;23;6;2;0;2;0;31;
290030605000021;1;0;240518;240518;0;30;58;68;67;22;7;2;0;2;9;
290030605000022;1;1;218702;218502;200;5;6;30;67;25;9;3;2;0;3;
290030605000023;1;0;145735;145735;0;18;26;48;54;16;3;1;1;0;10;
290030605000024;1;0;142322;142322;0;33;44;63;49;7;0;0;0;1;8;
290030605000025;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
290030605000026;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
290035505000001;1;3;202323;200722;1601;23;24;43;50;21;5;4;2;0;27;
290035505000002;1;4;401906;398850;3056;17;27;68;122;41;13;8;3;0;15;
290035505000003;1;4;294170;290770;3400;24;37;76;105;38;9;0;2;1;5;
290035505000004;1;0;99719;99719;0;38;21;48;31;9;1;0;0;0;60;
290035505000005;8;0;42009;42009;0;40;8;15;12;4;0;0;0;0;5;
290035505000006;8;0;47671;47671;0;36;10;15;24;3;1;0;0;0;10;
290035505000007;8;0;38637;38637;0;31;16;12;14;2;0;0;0;0;17;
290035505000008;8;0;39837;39837;0;10;19;19;12;5;0;0;0;0;0;
290035505000009;8;0;58629;58629;0;5;4;5;9;2;0;1;0;1;4;
290035505000010;8;0;109957;109957;0;55;31;38;31;6;2;1;0;0;10;
290035505000011;8;2;70048;69038;1010;32;23;32;23;5;1;0;0;0;3;
290035505000012;8;1;66879;66879;0;36;20;25;36;5;0;0;0;0;12;
290035505000013;8;0;47909;47909;0;50;14;31;18;3;0;0;0;0;33;
290035505000014;8;0;100114;100114;0;83;48;35;34;4;1;1;0;0;42;
290035505000015;5;0;183032;183032;0;64;41;92;80;10;2;0;0;0;9;
290035505000016;8;0;48049;48049;0;38;17;18;23;1;0;0;0;0;18;
290035505000017;8;1;126028;125928;100;33;31;40;30;8;0;2;0;1;1;
290035505000018;8;0;144249;144249;0;46;32;52;54;13;0;1;0;0;25;
290035505000019;8;0;105828;105828;0;42;39;33;39;9;0;1;0;0;9;
290035505000020;8;4;62126;61576;550;23;29;32;23;5;0;0;0;0;4;
290035505000021;1;0;98808;98808;0;57;33;37;41;12;1;0;0;0;21;
290035505000022;1;1;246512;246002;510;27;69;99;102;29;2;0;0;0;1;
290035505000023;1;1;104357;103809;548;32;28;38;44;7;3;1;0;0;2;
290035505000024;8;0;89733;89733;0;35;22;44;44;2;0;0;0;0;10;
290035505000025;5;0;45895;45895;0;25;24;20;23;3;0;0;0;0;3;
290035505000026;8;0;81536;81536;0;46;21;29;33;8;0;0;0;0;25;
290035505000027;8;0;48293;48293;0;37;18;15;15;1;0;1;0;0;4;
290035505000028;5;0;51614;51614;0;12;6;18;25;3;0;1;0;0;1;
290040505000001;1;1;205274;205206;68;10;25;56;60;24;5;3;1;0;11;
290040505000002;1;0;101195;101195;0;10;18;27;43;11;3;1;0;0;5;
290040505000003;1;0;151218;151218;0;10;29;60;56;14;4;3;0;0;6;
290040505000004;8;0;53211;53211;0;14;17;34;14;4;1;0;0;0;6;
290040505000005;8;0;51706;51706;0;41;17;29;19;0;0;0;0;0;24;
290040505000006;8;0;101592;101592;0;24;24;45;34;8;0;0;1;0;36;
290040505000007;8;3;48215;46461;1754;14;14;23;25;4;0;0;0;0;14;
290040505000008;8;1;80523;80013;510;26;26;34;33;6;1;0;0;0;19;
290040505000009;8;0;68567;68567;0;50;25;31;26;2;0;0;0;0;27;
290040505000010;8;0;13973;13973;0;13;3;5;8;1;0;0;0;0;7;
290040505000011;8;0;114277;114277;0;43;35;34;57;3;0;1;0;0;16;
290040505000012;1;1;199352;198752;600;55;30;75;66;16;6;4;2;0;42;
290040505000013;1;1;94398;94398;0;17;20;34;31;12;1;1;0;0;25;
290040505000014;1;0;97926;97926;0;11;23;26;37;7;4;1;0;0;13;
290040505000015;1;5;172015;166185;5830;11;20;35;59;22;6;0;4;0;13;
290040505000016;1;1;127068;126308;760;23;16;29;52;22;2;2;0;0;10;
290040505000017;8;0;82017;82017;0;27;19;22;28;5;2;0;1;0;14;
290040505000018;8;0;80586;80586;0;42;23;30;35;7;1;0;0;0;55;
290040505000019;8;2;49507;49183;324;19;13;22;20;0;0;1;0;0;6;
290040505000020;8;2;198229;197619;610;60;60;97;75;13;0;1;0;0;50;
290040510000001;1;0;215226;215226;0;15;28;48;79;29;4;4;0;0;9;
290040510000002;1;0;207977;207977;0;21;43;61;79;21;2;1;0;1;5;
290040510000003;8;2;259304;259214;90;140;69;125;114;18;3;0;0;0;52;
290040510000004;8;2;111526;109996;1530;49;34;53;51;4;0;0;0;0;23;
290040510000005;8;2;103084;102844;240;47;47;40;35;6;0;0;0;0;40;
290040510000006;8;0;53048;53048;0;12;12;12;17;4;2;0;0;0;3;
290050405000001;1;1;444537;443837;700;19;47;132;112;37;4;5;1;1;6;
290050405000002;1;1;510198;509288;910;5;6;22;74;46;12;6;2;3;2;
290050405000003;8;0;263055;263055;0;55;31;70;78;30;2;0;0;0;15;
290050405000004;8;0;32247;32247;0;29;9;5;20;1;0;0;0;0;9;
290050405000005;8;0;91602;91602;0;71;39;34;20;7;0;0;0;0;12;
290050405000006;8;0;40816;40816;0;7;6;15;17;2;0;0;0;0;3;
290050405000007;8;0;153993;153993;0;41;24;61;55;9;0;0;0;0;14;
290050405000008;5;0;140606;140606;0;7;4;19;47;20;4;0;0;0;2;
290050405000009;8;0;98726;98726;0;23;20;24;33;4;0;1;0;0;5;
290050405000010;8;0;243534;243534;0;19;31;78;101;17;0;0;0;0;2;
290050405000011;8;0;152008;152008;0;25;26;56;55;13;1;1;0;0;47;
290050405000012;8;0;180650;180650;0;30;34;65;55;12;2;0;1;0;6;
290050405000013;5;0;70040;70040;0;12;13;21;20;3;0;0;0;0;1;
290050405000014;5;0;39634;39634;0;7;5;8;20;2;0;0;0;0;0;
290050405000015;5;0;47093;47093;0;7;1;13;12;7;1;0;0;0;2;
290050405000016;8;0;23048;23048;0;9;6;7;10;0;0;0;0;0;2;
290050405000017;5;1;79723;79723;0;11;7;24;32;7;0;0;0;0;3;
290050405000018;5;0;71295;71295;0;20;12;14;12;8;1;1;0;0;4;
290050405000019;8;0;47534;47534;0;6;5;7;18;5;1;0;0;0;2;
290050405000020;5;0;45535;45535;0;10;2;12;21;2;0;0;0;0;0;
290060305000001;1;3;273514;273446;68;20;36;72;97;29;11;1;0;0;7;
290060305000002;1;2;164127;163617;510;11;18;44;59;15;3;4;0;0;3;
290060305000003;1;0;178117;178117;0;14;20;58;55;16;5;4;0;0;0;
290060305000004;8;0;69865;69865;0;9;12;39;18;7;1;0;1;0;3;
290060305000005;8;3;28529;27679;850;6;17;15;10;2;0;1;0;0;6;
290060305000006;8;4;90430;88430;2000;9;33;43;41;2;1;1;1;0;9;
290060305000007;5;2;128978;128246;732;7;26;48;47;16;2;0;0;0;4;
290060305000008;8;3;94483;93763;720;1;16;32;39;10;3;1;1;1;11;
290060305000009;8;0;40363;40363;0;4;4;10;11;3;0;1;1;0;4;
290060305000010;1;0;106972;106972;0;28;37;64;38;5;0;0;0;0;12;
290070205000001;1;0;587306;587306;0;5;7;25;72;73;23;23;11;5;10;
290070205000002;1;1;625040;624530;510;1;11;46;94;88;22;19;6;3;11;
290070205000003;1;0;949358;949358;0;1;2;21;66;81;44;31;12;8;14;
290070205000004;1;0;1335266;1335266;0;0;2;4;35;94;80;48;37;6;18;
290070205000005;1;0;546854;546854;0;0;3;18;54;36;23;22;17;7;8;
290070205000006;1;0;1013730;1013730;0;1;10;47;100;119;46;33;8;3;7;
290070205000007;1;0;361780;361780;0;1;2;23;47;47;18;11;4;1;3;
290070205000008;1;0;300395;300395;0;5;13;43;76;36;16;5;3;0;9;
290070205000009;1;0;255323;255323;0;2;12;43;59;41;14;2;2;0;4;
290070205000010;1;0;226638;226638;0;3;14;35;68;33;7;1;1;0;3;
290070205000011;1;0;1776886;1776886;0;0;4;23;59;82;55;73;56;20;5;
290070205000012;1;0;940553;940553;0;0;2;7;20;59;43;47;28;6;3;
290070205000013;1;0;806630;806630;0;3;15;35;74;56;34;26;12;3;7;
290070205000014;1;1;547328;547328;0;0;6;17;46;63;16;26;8;2;3;
290070205000015;1;0;683426;683426;0;1;14;51;105;94;23;10;5;2;20;
290070205000016;1;0;398635;398635;0;1;11;34;75;46;17;7;6;1;0;
290070205000017;1;0;353625;353625;0;7;17;62;97;54;9;7;0;0;2;
290070205000018;1;0;347555;347555;0;5;17;48;76;46;15;5;2;0;9;
290070205000019;1;1;175663;175563;100;11;23;38;52;24;2;2;2;0;28;
290070205000020;1;0;169030;169030;0;2;13;31;43;27;6;3;0;0;5;
290070205000021;1;0;416970;416970;0;3;10;61;78;35;13;12;5;1;12;
290070205000022;1;0;1418749;1418749;0;1;5;29;72;130;68;47;25;5;15;
290070205000023;1;0;886171;886171;0;0;7;19;51;50;33;32;30;8;11;
290070205000024;1;0;1225507;1225507;0;7;8;34;51;62;37;38;32;11;6;
290070205000025;1;0;969789;969789;0;0;5;32;83;90;56;41;13;2;0;
290070205000026;1;1;684658;683958;700;0;9;23;70;80;42;20;9;2;8;
290070205000027;1;0;533755;533755;0;2;10;36;73;46;27;14;7;2;6;
290070205000028;1;0;381158;381158;0;5;8;20;40;37;15;16;5;1;14;
290070205000029;1;0;363824;363824;0;2;8;29;40;66;16;11;3;0;8;
290070205000030;1;0;519656;519656;0;4;8;61;90;61;24;16;6;1;12;
290070205000031;1;2;547452;544952;2500;2;11;41;73;76;36;16;5;0;6;
290070205000032;1;1;819955;819655;300;2;9;35;81;105;46;24;13;1;19;
290070205000033;1;1;549756;546356;3400;1;5;19;52;63;24;20;10;2;13;
290070205000034;1;0;557780;557780;0;4;17;50;105;106;21;14;2;0;2;
290070205000035;1;1;303614;303614;0;24;37;85;91;36;5;5;0;0;18;
290070205000036;1;0;312846;312846;0;15;32;85;107;33;4;7;1;0;20;
290070205000037;1;0;296814;296814;0;3;17;52;70;42;9;6;1;0;10;
290070205000038;1;0;492576;492576;0;3;15;56;100;67;16;12;3;0;9;
290070205000039;1;0;261030;261030;0;21;48;93;97;27;3;2;0;0;15;
290070205000040;1;0;260811;260811;0;12;26;74;76;33;5;3;1;0;9;
290070205000041;1;1;318828;318228;600;13;17;56;103;39;8;4;1;0;14;
290070205000042;1;0;266369;266369;0;4;22;60;59;43;8;3;1;0;2;
290070205000043;1;0;165368;165368;0;0;2;9;31;13;11;7;2;0;1;
290070205000044;1;0;536889;536889;0;0;1;10;35;63;35;23;10;2;6;
290070205000045;1;0;223071;223071;0;3;10;35;20;20;10;10;3;1;28;
290070205000046;1;0;524535;524535;0;3;24;65;98;62;23;6;3;2;16;
290070205000047;1;0;449672;449672;0;5;10;51;100;62;27;8;3;0;8;
290070205000048;1;0;431240;431240;0;3;12;31;58;66;19;14;3;0;11;
290070205000049;1;0;1172621;1172621;0;4;19;47;117;139;37;22;10;4;7;
290070205000050;1;0;325477;325477;0;17;32;68;97;54;8;3;0;0;6;
290070205000051;1;1;357423;356623;800;8;22;69;107;46;8;1;0;1;3;
290070205000052;1;0;206610;206610;0;22;38;77;55;27;4;1;1;0;9;
290070205000053;1;0;161209;161209;0;26;37;81;58;25;3;0;0;0;5;
290070205000054;1;0;181088;181088;0;37;68;112;57;10;1;0;0;0;5;
290070205000055;1;0;136908;136908;0;2;17;40;52;12;3;1;0;0;16;
290070205000056;1;1;153235;152725;510;6;27;44;50;20;3;1;0;0;7;
290070205000057;1;0;531086;531086;0;14;30;98;108;60;19;17;4;0;9;
290070205000058;1;0;218030;218030;0;22;22;52;56;27;7;0;0;0;38;
290070205000059;1;0;354388;354388;0;6;15;59;93;51;7;2;3;0;36;
290070205000060;1;0;185074;185074;0;11;21;62;52;22;3;2;0;0;15;
290070205000061;1;0;174411;174411;0;3;14;33;54;24;2;1;2;0;7;
290070205000062;1;0;469072;469072;0;17;54;105;110;61;23;7;0;0;31;
290070205000063;1;0;155016;155016;0;16;22;45;52;20;3;1;0;0;20;
290070205000064;1;0;313742;313742;0;35;39;149;116;29;1;2;0;0;14;
290070205000065;1;0;292196;292196;0;26;36;94;119;25;1;3;0;0;11;
290070205000066;1;0;121643;121643;0;16;32;64;43;7;0;0;0;0;32;
290070205000067;1;0;231538;231538;0;6;13;43;65;35;6;4;1;0;8;
290070205000068;1;0;465121;465121;0;26;42;114;109;39;12;9;3;2;14;
290070205000069;1;0;431300;431300;0;12;27;70;75;52;15;8;4;0;45;
290070205000070;1;0;646445;646445;0;1;8;37;87;88;36;22;8;0;7;
290070205000071;1;0;469410;469410;0;2;7;29;70;64;24;8;5;0;5;
290070205000072;1;0;744382;744382;0;6;21;73;125;91;28;27;5;2;4;
290070205000073;1;0;519360;519360;0;4;20;59;101;65;21;14;4;0;17;
290070205000074;1;0;410506;410506;0;13;33;96;97;53;15;8;1;0;20;
290070205000075;1;0;298535;298535;0;21;35;99;71;32;4;4;1;1;9;
290070205000076;1;0;382124;382124;0;16;48;106;126;39;5;7;2;0;21;
290070205000077;1;1;257734;257224;510;17;19;70;93;32;6;1;0;1;15;
290070205000078;1;0;468094;468094;0;3;13;47;82;84;13;9;2;0;8;
290070205000079;1;0;442876;442876;0;13;43;101;127;45;13;3;2;1;23;
290070205000080;1;0;435839;435839;0;11;29;69;135;48;18;6;1;1;7;
290070205000081;1;0;433781;433781;0;10;19;75;105;65;11;11;1;0;10;
290070205000082;1;0;506610;506610;0;0;8;32;44;64;25;21;8;0;3;
290070205000083;1;0;279491;279491;0;1;27;54;72;31;12;3;2;0;9;
290070205000084;1;0;517898;517898;0;12;29;84;146;72;14;7;3;1;7;
290070205000085;1;0;271069;271069;0;15;36;87;97;37;6;0;0;0;8;
290070205000086;1;0;220596;220596;0;5;20;68;71;32;4;2;0;0;8;
290070205000087;1;0;344117;344117;0;34;50;118;150;41;4;0;0;0;17;
290070205000088;1;0;353557;353557;0;25;69;126;116;44;3;5;1;0;25;
290070205000089;1;0;140198;140198;0;14;30;64;44;16;2;0;1;0;14;
290070205000090;1;0;216317;216317;0;18;35;86;81;12;4;1;1;0;10;
290070205000091;1;1;296391;293191;3200;32;53;101;99;30;8;2;2;0;40;
290070205000092;1;0;282706;282706;0;20;60;114;88;25;6;2;2;1;7;
290070205000093;1;1;262543;261233;1310;4;19;41;70;24;12;2;4;0;21;
290070205000094;1;0;2237275;2237275;0;52;101;229;344;321;102;81;42;5;47;
290070205000095;1;0;328580;328580;0;12;33;56;97;45;9;3;1;0;17;
290070205000096;1;0;60702;60702;0;5;20;31;19;3;1;0;0;0;118;
290070205000097;1;0;292457;292457;0;22;44;120;130;22;4;0;0;0;34;
290070205000098;1;0;109529;109529;0;7;15;40;45;9;0;1;0;0;6;
290070205000099;1;0;456527;456527;0;1;6;17;37;41;22;20;7;0;8;
290070205000100;1;0;31096;31096;0;1;8;7;14;4;1;0;0;0;2;
290070205000101;1;0;790021;790021;0;3;20;50;93;86;41;32;10;1;16;
290070205000102;1;1;415200;413500;1700;5;9;38;75;53;24;10;1;1;6;
290070205000103;1;0;254038;254038;0;10;42;84;73;38;5;2;0;0;14;
290070205000104;1;0;194686;194686;0;3;13;35;53;24;5;1;1;0;33;
290070205000105;1;0;140788;140788;0;25;51;66;49;6;2;0;0;0;15;
290070205000106;1;0;109677;109677;0;16;33;48;24;7;1;0;0;1;8;
290070205000107;1;0;557440;557440;0;3;18;34;69;68;22;16;2;2;28;
290070205000108;1;0;322611;322611;0;3;22;60;104;39;6;4;3;1;8;
290070205000109;1;0;18874;18874;0;2;3;12;5;3;0;1;0;0;1;
290070205000110;1;1;50489;49889;600;6;11;20;10;6;1;2;0;0;10;
290070205000111;1;0;53743;53743;0;2;9;17;17;6;0;0;0;0;6;
290070205000112;1;0;37769;37769;0;2;5;8;11;4;0;2;0;0;1;
290070205000113;1;0;134719;134719;0;8;39;60;47;12;1;0;0;0;6;
290070205000114;8;0;118948;118948;0;5;19;42;52;8;1;0;0;0;3;
290070205000115;8;0;4302;4302;0;0;1;4;1;0;0;0;0;0;1;
290070205000116;8;0;278309;278309;0;40;82;149;109;14;3;0;0;0;95;
290070205000117;8;0;89038;89038;0;36;56;42;23;2;1;1;0;0;117;
290070205000118;8;1;153187;152167;1020;58;46;72;47;7;0;0;0;0;29;
290070205000119;8;0;111307;111307;0;9;35;50;37;7;3;1;0;0;9;
290070205000120;8;0;78874;78874;0;11;17;38;29;4;3;0;1;0;1;
290070205000121;1;0;471814;471814;0;2;10;31;69;70;24;14;6;1;3;
290070205000122;1;0;334504;334504;0;5;9;26;71;39;19;11;2;2;14;
290070205000123;1;0;409300;409300;0;0;8;38;95;42;20;11;3;1;8;
290070205000124;1;1;641245;639745;1500;0;5;16;49;38;28;29;14;4;1;
290070205000125;1;1;259202;258692;510;2;1;23;35;43;13;9;1;0;4;
290070205000126;1;0;908579;908579;0;5;13;74;139;110;61;23;11;2;13;
290070205000127;1;0;227866;227866;0;10;19;64;71;33;4;1;0;0;9;
290070205000128;1;0;217494;217494;0;7;27;49;53;26;11;2;0;0;11;
290070205000129;1;0;406451;406451;0;3;12;32;51;35;12;14;7;3;3;
290070205000130;1;0;342033;342033;0;1;2;13;27;33;19;13;5;1;1;
290070205000131;1;0;425221;425221;0;1;17;45;44;46;21;15;6;2;44;
290070205000132;1;0;622219;622219;0;3;14;35;61;58;30;20;14;4;5;
290070205000133;1;0;247600;247600;0;6;9;50;50;36;0;2;3;0;8;
290070205000134;1;0;385793;385793;0;7;41;110;108;34;11;5;0;1;18;
290070205000135;1;0;469257;469257;0;10;37;69;97;51;15;24;5;1;8;
290070205000136;1;0;461015;461015;0;2;5;14;21;34;20;25;13;0;2;
290070205000137;1;0;444111;444111;0;0;1;15;31;25;17;8;7;7;3;
290070205000138;1;0;367863;367863;0;2;6;20;49;57;14;11;5;0;9;
290070205000139;1;0;212360;212360;0;7;18;45;59;38;6;0;1;0;9;
290070205000140;1;0;173380;173380;0;17;43;50;72;15;2;1;0;0;7;
290070205000141;1;0;120969;120969;0;13;21;60;46;7;0;1;0;0;12;
290070205000142;1;0;146963;146963;0;9;12;45;57;18;1;2;0;0;9;
290070205000143;1;0;336059;336059;0;4;12;36;65;45;15;9;2;2;3;
290070205000144;1;0;262409;262409;0;9;29;68;77;34;7;4;0;0;8;
290070205000145;1;0;178746;178746;0;30;40;67;46;23;2;3;0;0;36;
290070205000146;1;0;221353;221353;0;4;6;26;55;35;5;5;3;0;4;
290070205000147;1;0;292796;292796;0;5;20;58;81;46;7;3;1;0;4;
290070205000148;1;2;303683;302673;1010;33;88;125;102;25;2;1;0;0;16;
290070205000149;1;0;244790;244790;0;2;8;19;51;26;13;6;2;0;17;
290070205000150;1;0;116095;116095;0;1;9;27;35;20;4;4;0;0;2;
290070205000151;1;0;53471;53471;0;3;2;8;22;4;1;0;0;1;6;
290070205000152;1;0;148379;148379;0;7;24;36;60;18;4;0;0;0;41;
290070205000153;1;1;88957;86915;2042;12;15;42;20;8;2;0;1;0;39;
290070205000154;1;0;87809;87809;0;14;22;42;37;7;0;0;1;0;15;
290070205000155;1;0;226221;226221;0;23;60;108;74;7;1;0;1;1;25;
290070205000156;1;0;31251;31251;0;2;4;17;13;1;0;0;0;0;2;
290070215000001;1;1;164742;164232;510;14;37;60;67;15;2;0;0;0;17;
290070215000002;8;0;101643;101643;0;25;23;40;33;7;3;1;0;0;9;
290070215000003;8;0;74298;74298;0;17;36;26;31;5;0;0;0;0;9;
290070215000004;8;0;193141;193141;0;22;39;80;84;8;0;1;1;0;8;
290070215000005;8;2;185927;185595;332;8;11;59;42;4;2;1;0;1;0;
290070215000006;8;19;364088;353493;10595;86;127;197;139;13;2;0;0;0;5;
290070215000007;8;0;312966;312966;0;44;54;94;116;22;6;5;3;0;25;
290070215000008;8;0;294216;294216;0;56;68;102;112;15;1;1;1;1;2;
290070215000009;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
290070215000010;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
290070220000001;1;2;223183;223016;167;26;35;78;86;21;3;2;1;0;43;
290070220000002;8;0;74713;74713;0;21;18;37;33;3;0;0;1;0;10;
290070220000003;5;0;67755;67755;0;11;14;11;9;1;0;0;0;1;2;
290070220000004;8;1;345452;344942;510;38;88;153;117;33;4;0;0;0;7;
290070220000005;5;1;43033;42173;860;5;7;15;20;5;0;0;0;0;2;
290070220000006;5;0;34693;34693;0;6;7;15;13;1;0;0;0;0;2;
290070220000007;8;0;35100;35100;0;5;5;19;13;1;1;0;0;0;1;
290070220000008;8;1;41499;41299;200;13;37;27;7;0;0;0;0;0;36;
290070220000009;8;0;133751;133751;0;16;41;82;65;3;0;0;0;0;5;
290070220000010;8;0;30887;30887;0;7;8;13;12;3;1;0;0;0;13;
290070220000011;8;2;161975;161211;764;23;46;70;70;10;2;0;0;0;27;
290070220000012;8;0;28899;28899;0;14;11;16;7;1;0;0;0;0;22;
290070220000013;5;0;27949;27949;0;7;11;15;15;0;0;0;0;0;7;
290080105000001;1;1;220782;220782;0;2;8;5;24;9;6;11;5;4;11;
290080105000002;1;2;216245;213735;2510;0;1;6;17;11;11;8;8;1;4;
290080105000003;1;1;153007;152007;1000;3;5;19;34;31;4;7;1;0;25;
290080105000004;1;0;117278;117278;0;2;3;15;28;12;4;3;1;0;0;
290080105000005;1;0;250717;250717;0;14;31;74;83;20;7;2;2;0;12;
290080105000006;1;1;203448;202648;800;4;24;52;66;26;3;2;1;0;10;
290080105000007;1;0;165368;165368;0;10;13;36;40;27;0;5;2;0;7;
290080105000008;1;1;233377;232707;670;7;19;70;82;29;1;1;1;0;7;
290080105000009;1;0;293553;293553;0;41;44;76;65;25;13;4;3;2;68;
290080105000010;1;0;157481;157481;0;0;6;13;24;30;4;3;3;0;4;
290080105000011;1;0;206132;206132;0;3;21;36;47;26;9;2;3;0;9;
290080105000012;5;0;45645;45645;0;13;17;23;12;0;0;1;0;0;6;
290080105000013;5;0;3000;3000;0;1;3;1;1;0;0;0;0;0;0;
290080105000014;4;7;143163;139773;3390;33;44;70;43;15;3;0;0;0;7;
290080105000015;8;0;77722;77722;0;14;21;41;21;3;0;1;0;0;12;
