Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
291070105000081;5;0;13698;13698;0;16;9;8;2;1;0;0;0;0;20;
291070107000001;1;0;164451;164451;0;41;29;80;83;7;1;1;0;0;9;
291070107000002;8;0;68237;68237;0;37;15;24;34;4;0;0;0;0;17;
291070107000003;8;0;56568;56568;0;38;16;24;25;7;0;0;0;0;3;
291070107000004;8;0;73265;73265;0;42;19;29;43;1;0;0;0;0;10;
291070107000005;8;0;32589;32589;0;25;12;19;14;1;0;0;0;0;0;
291070107000006;5;4;130534;128959;1575;49;29;45;65;14;0;0;0;0;16;
291070109000001;1;1;102436;102136;300;32;29;41;47;5;0;0;0;0;19;
291070109000002;8;0;113775;113775;0;38;37;54;51;1;1;1;0;0;0;
291070109000003;8;0;62641;62641;0;20;13;21;25;4;1;2;0;0;5;
291070109000004;8;0;76867;76867;0;42;22;24;40;0;1;0;0;0;2;
291070109000005;8;0;44682;44682;0;26;9;16;31;1;0;0;0;0;0;
291070109000006;8;0;34919;34919;0;18;10;18;15;1;0;0;0;0;0;
291070109000007;5;2;192849;192649;200;36;49;68;92;25;1;0;0;0;11;
291070109000008;8;0;56674;56674;0;27;38;30;21;0;0;0;0;0;6;
291070109000009;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
291070109000010;5;0;35003;35003;0;10;12;14;19;2;0;0;0;0;3;
291070109000011;5;0;27491;27491;0;24;9;12;13;0;0;0;0;0;2;
291070109000012;5;0;26442;26442;0;7;11;15;15;1;0;0;0;0;1;
291070109000013;5;0;61532;61532;0;32;21;31;35;0;0;0;0;0;0;
291070109000014;8;0;42219;42219;0;32;6;18;23;2;1;0;0;0;3;
291070109000015;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
291070109000016;5;0;56212;56212;0;28;15;11;20;2;0;0;1;0;1;
291070115000001;1;0;71597;71597;0;53;22;30;23;3;1;0;0;0;2;
291070115000002;8;0;58170;58170;0;17;33;25;24;1;0;0;0;0;2;
291070115000003;8;0;4840;4840;0;2;4;3;2;0;0;0;0;0;0;
291070115000004;8;4;138646;137367;1279;117;59;55;58;7;0;1;0;0;14;
291070115000005;5;4;93398;93153;245;58;21;45;46;4;0;0;0;0;14;
291070115000006;8;0;11838;11838;0;3;4;10;4;1;0;0;0;0;1;
291070115000008;5;0;34044;34044;0;20;19;19;21;0;0;0;0;0;1;
291070115000009;5;0;44889;44889;0;17;11;20;22;3;0;0;0;0;3;
291070115000011;5;0;62201;62201;0;22;19;23;22;1;1;0;0;0;2;
291070115000012;5;0;23271;23271;0;20;6;13;12;0;0;0;0;0;1;
291070115000013;8;0;14598;14598;0;11;2;6;5;1;0;0;0;0;1;
291070115000014;8;0;27764;27764;0;6;6;13;9;2;0;0;0;0;1;
291070115000015;8;1;11890;11600;290;3;4;3;6;1;0;0;0;0;2;
291072705000001;1;0;463640;463640;0;0;0;10;19;48;22;28;11;5;2;
291072705000002;1;0;366627;366627;0;1;3;7;27;37;14;13;15;7;3;
291072705000003;1;1;705324;704724;600;0;4;21;60;65;24;35;14;7;1;
291072705000004;1;0;350828;350828;0;0;5;31;50;41;14;16;3;4;18;
291072705000005;1;0;406427;406427;0;1;1;12;40;28;21;11;9;4;2;
291072705000006;1;0;382016;382016;0;1;6;20;36;52;16;14;6;2;3;
291072705000007;1;0;406589;406589;0;0;2;9;18;49;28;19;8;8;3;
291072705000008;1;1;534458;533798;660;0;0;8;39;49;18;23;13;2;2;
291072705000009;1;0;1790197;1790197;0;1;0;3;27;42;39;46;52;34;3;
291072705000010;1;0;759729;759729;0;0;11;34;72;65;24;23;12;7;5;
291072705000011;1;0;439028;439028;0;0;6;34;80;58;10;15;7;1;5;
291072705000012;1;1;462677;461877;800;1;7;42;106;76;19;6;3;1;10;
291072705000013;1;0;350833;350833;0;2;4;26;67;49;15;6;0;1;6;
291072705000014;1;1;455605;454805;800;3;14;29;73;33;14;7;2;2;5;
291072705000015;1;0;181712;181712;0;1;4;38;46;22;11;3;1;0;13;
291072705000016;1;0;186216;186216;0;8;19;47;49;24;8;1;1;0;12;
291072705000017;1;0;282813;282813;0;2;8;54;85;52;7;1;0;0;2;
291072705000018;1;0;331681;331681;0;1;3;34;87;63;16;2;1;0;5;
291072705000019;1;1;162165;162165;0;0;11;29;46;23;5;3;0;0;5;
291072705000020;1;0;437775;437775;0;0;16;53;87;77;17;5;6;0;2;
291072705000021;1;3;602092;600472;1620;9;26;66;125;82;29;14;6;0;7;
291072705000022;1;0;658896;658896;0;0;2;15;61;86;34;23;6;0;3;
291072705000023;1;1;479092;478222;870;4;13;37;82;57;23;14;4;3;4;
291072705000024;1;1;1233412;1233412;0;3;9;28;58;67;45;55;22;13;4;
291072705000025;1;0;845439;845439;0;0;3;11;44;59;30;27;22;6;4;
291072705000026;1;0;156900;156900;0;1;5;20;35;16;5;2;2;0;11;
291072705000027;1;0;447072;447072;0;2;24;69;89;60;19;9;3;0;12;
291072705000028;1;0;384665;384665;0;5;12;38;72;63;15;7;2;1;4;
291072705000029;1;0;132884;132884;0;1;11;39;44;11;4;2;0;0;5;
291072705000030;1;0;255269;255269;0;3;13;42;52;34;7;5;2;0;7;
291072705000031;1;0;316630;316630;0;11;31;94;122;39;8;2;0;0;12;
291072705000032;1;15;167923;153343;14580;16;30;65;54;18;2;0;1;0;17;
291072705000033;1;0;272826;272826;0;25;56;92;54;23;4;1;4;0;12;
291072705000034;1;0;260835;260835;0;5;33;103;83;20;7;2;0;0;9;
291072705000035;1;0;120832;120832;0;12;28;51;49;9;2;0;0;0;4;
291072705000036;1;3;231058;229498;1560;10;28;78;85;24;0;2;1;0;8;
291072705000037;1;0;246863;246863;0;15;47;104;79;23;2;0;0;0;13;
291072705000038;1;0;267387;267387;0;1;8;39;62;43;6;2;3;0;0;
291072705000039;1;1;311488;309288;2200;8;35;82;99;29;6;3;0;0;21;
291072705000040;1;0;338910;338910;0;11;25;84;94;49;8;1;1;1;4;
291072705000041;1;0;419879;419879;0;3;20;90;114;42;17;1;1;1;6;
291072705000042;1;0;333141;333141;0;8;26;79;100;52;11;4;1;0;11;
291072705000043;1;0;95461;95461;0;3;17;39;46;12;0;0;0;0;12;
291072705000044;1;1;315473;314963;510;0;9;34;73;45;21;6;1;0;4;
291072705000045;1;0;682361;682361;0;13;27;44;84;48;17;24;12;7;8;
291072705000046;1;0;209743;209743;0;6;15;49;48;44;3;2;0;0;0;
291072705000047;1;2;322973;315618;7355;2;8;33;75;51;9;8;3;1;3;
291072705000048;1;0;468510;468510;0;0;5;26;88;76;23;13;3;1;5;
291072705000049;1;0;139040;139040;0;7;18;57;48;11;1;0;1;0;3;
291072705000050;1;0;329502;329502;0;4;22;96;100;43;5;2;0;0;17;
291072705000051;1;0;108418;108418;0;2;20;37;42;10;1;0;0;0;5;
291072705000052;1;0;247023;247023;0;5;12;57;71;44;1;3;0;0;5;
291072705000053;1;0;208000;208000;0;10;32;69;75;27;0;5;0;0;7;
291072705000054;1;0;144772;144772;0;7;21;57;62;9;2;0;0;0;7;
291072705000055;1;0;156899;156899;0;9;36;97;53;7;1;0;0;0;21;
291072705000056;1;1;382746;382236;510;5;24;91;115;62;9;2;0;0;6;
291072705000057;1;0;218229;218229;0;9;30;89;85;15;4;3;0;0;14;
291072705000058;1;0;158580;158580;0;6;20;55;59;15;6;1;0;0;10;
291072705000059;1;0;348605;348605;0;12;34;97;123;44;6;1;2;0;12;
291072705000060;1;0;365685;365685;0;8;25;113;130;45;3;2;2;0;5;
291072705000061;1;0;382749;382749;0;2;21;57;116;57;17;5;1;0;9;
291072705000062;1;0;628055;628055;0;3;16;63;102;89;28;21;5;2;9;
291072705000063;1;0;521650;521650;0;7;18;60;105;73;22;16;0;0;6;
291072705000064;1;0;343287;343287;0;5;8;29;70;37;9;6;4;1;1;
291072705000065;1;0;170130;170130;0;22;49;76;62;17;0;1;0;0;13;
291072705000066;1;0;306473;306473;0;41;87;130;123;22;0;1;0;1;25;
291072705000067;1;0;143816;143816;0;16;63;73;47;6;0;0;0;0;41;
291072705000068;1;0;138236;138236;0;18;49;67;49;5;1;0;0;0;29;
291072705000069;1;0;201909;201909;0;19;53;75;85;11;2;1;0;0;46;
291072705000070;1;1;211249;210049;1200;22;70;127;80;11;1;1;0;0;9;
291072705000071;1;0;202590;202590;0;6;32;73;77;17;2;0;0;0;11;
291072705000072;1;0;300437;300437;0;6;43;109;107;24;5;1;0;0;16;
291072705000073;1;0;255232;255232;0;9;36;90;98;21;4;0;1;0;18;
291072705000074;1;0;313526;313526;0;0;4;12;42;63;12;7;5;1;2;
291072705000075;1;0;110247;110247;0;5;13;38;36;7;5;1;0;0;2;
291072705000076;1;0;188152;188152;0;3;37;62;70;19;3;0;0;0;11;
291072705000077;1;0;150986;150986;0;14;42;73;45;13;1;0;0;0;21;
291072705000078;1;0;118976;118976;0;12;29;58;39;12;0;1;0;0;6;
291072705000079;1;0;1013640;1013640;0;0;2;11;52;61;39;45;23;9;9;
291072705000080;1;0;240547;240547;0;7;12;62;86;28;6;2;0;0;9;
291072705000081;1;0;269082;269082;0;1;15;44;55;39;14;5;0;0;12;
291072705000082;1;0;474123;474123;0;3;15;49;80;68;20;16;7;0;7;
291072705000083;1;0;781309;781309;0;0;3;23;53;59;22;23;20;8;11;
291072705000084;1;0;360863;360863;0;2;5;17;39;43;17;7;4;3;10;
291072705000085;1;0;120077;120077;0;2;10;30;32;16;3;0;0;0;9;
291072705000086;1;0;272170;272170;0;3;11;41;67;42;13;5;3;0;12;
291072705000087;1;0;199460;199460;0;23;53;83;97;18;2;0;0;0;12;
291072705000088;1;1;301736;301226;510;15;54;122;109;26;2;3;0;0;12;
291072705000089;1;1;195981;195471;510;3;29;64;67;19;4;1;1;0;7;
291072705000090;1;0;154109;154109;0;4;26;44;48;20;3;1;0;0;37;
291072705000091;1;1;252765;252365;400;8;25;93;93;36;1;1;1;0;3;
291072705000092;1;0;180412;180412;0;0;13;36;70;26;4;1;1;0;2;
291072705000093;1;0;1273772;1273772;0;11;28;95;171;159;51;48;21;3;39;
291072705000094;1;0;467767;467767;0;0;8;30;44;53;17;18;7;1;2;
291072705000095;1;0;198681;198681;0;29;57;118;69;10;2;0;0;0;8;
291072705000096;1;1;405976;405466;510;4;27;72;104;51;15;7;2;0;7;
291072705000097;8;0;152614;152614;0;4;37;57;49;5;2;0;3;0;6;
291072705000098;8;0;54620;54620;0;7;9;23;27;8;0;2;0;0;6;
291072705000099;8;0;80483;80483;0;3;8;14;25;11;0;1;1;0;5;
291072705000100;8;1;114115;113515;600;7;23;41;31;6;4;1;1;0;13;
291072705000101;8;4;40253;39293;960;1;9;21;15;3;0;0;1;0;6;
291072705000102;5;0;116205;116205;0;5;19;55;47;7;0;1;1;0;8;
291072705000103;8;27;80409;72865;7544;13;21;29;29;5;1;0;1;0;33;
291072705000104;8;0;37440;37440;0;1;3;23;14;2;0;1;0;0;0;
291072705000105;8;32;272040;261862;10178;28;88;120;85;26;2;4;1;1;33;
291072705000106;5;0;189960;189960;0;14;46;82;80;14;1;0;0;0;19;
291072705000107;5;0;238704;238704;0;4;10;42;41;15;5;1;0;1;7;
291072705000108;5;0;60121;60121;0;3;23;31;16;6;1;0;0;0;4;
291072705000109;1;0;493634;493634;0;2;16;25;70;57;30;19;7;2;4;
291072705000110;1;0;142449;142449;0;2;2;1;2;4;1;4;6;2;0;
291072705000111;1;0;267083;267083;0;1;6;23;21;36;11;16;3;0;4;
291072705000112;1;0;243201;243201;0;5;7;44;68;37;8;4;0;0;7;
291072705000113;1;0;313215;313215;0;1;6;46;73;43;7;9;1;1;3;
291072705000114;1;0;246492;246492;0;0;5;39;67;41;9;6;1;0;8;
291072705000115;1;0;1329289;1329289;0;1;4;5;17;56;30;39;34;19;0;
291072705000116;1;0;971876;971876;0;1;7;34;107;104;56;31;18;2;4;
291072705000117;1;0;504100;504100;0;6;19;82;112;51;16;7;5;2;4;
291072705000118;1;0;284559;284559;0;7;18;75;98;37;7;3;0;0;9;
291072705000119;1;3;107318;101508;5810;9;15;45;29;9;2;2;0;0;5;
291072705000120;1;0;189827;189827;0;24;43;77;47;23;1;4;0;1;28;
291072705000121;1;0;167987;167987;0;7;16;52;53;17;2;1;1;1;2;
291072705000122;1;0;903890;903890;0;0;1;3;24;33;25;28;25;12;1;
291072705000123;1;0;105845;105845;0;4;12;34;40;14;1;0;1;0;4;
291072705000124;1;0;154722;154722;0;4;17;68;51;20;2;1;0;0;13;
291072705000125;1;0;125092;125092;0;5;30;47;52;11;1;0;0;0;8;
291072705000126;1;0;332303;332303;0;3;16;60;90;55;8;6;3;1;7;
291072705000127;1;0;298038;298038;0;1;16;37;56;50;8;6;2;0;22;
291072705000128;1;0;198201;198201;0;0;1;9;21;26;16;5;2;1;0;
291072705000129;1;0;323852;323852;0;1;12;37;68;37;14;8;4;0;5;
291072705000130;1;1;198604;198094;510;9;67;89;72;16;1;1;0;0;13;
291072705000131;1;0;125936;125936;0;16;64;64;43;7;1;0;0;0;42;
291072705000132;1;0;201092;201092;0;9;47;74;70;25;5;0;1;0;10;
291072705000133;1;0;404677;404677;0;5;27;74;86;44;14;11;3;0;24;
291072705000134;1;0;831042;831042;0;0;4;5;57;67;25;36;20;4;5;
291072705000135;1;0;301392;301392;0;2;17;56;70;47;7;6;1;0;5;
291072705000136;5;3;52714;52004;710;5;10;24;24;0;1;0;0;0;6;
291072705000137;5;0;183907;183907;0;19;36;94;64;19;1;0;0;0;14;
291072705000138;1;2;121778;120278;1500;18;41;65;36;10;2;0;0;0;14;
291072705000144;1;0;174569;174569;0;8;38;83;58;11;2;0;0;0;20;
291075005000001;1;0;120748;120748;0;10;22;37;45;18;1;1;0;0;5;
291075005000002;1;0;412313;412313;0;14;39;70;121;44;2;9;1;2;7;
291075005000003;1;0;248210;248210;0;23;43;70;106;30;2;1;1;0;1;
291075005000004;1;0;222508;222508;0;5;8;36;77;26;11;2;1;0;1;
291075005000005;1;1;184083;183183;900;2;8;27;64;34;5;2;0;0;0;
291075005000006;1;1;97188;96988;200;32;47;50;44;4;0;0;0;0;9;
291075005000007;8;0;44193;44193;0;35;8;17;15;1;0;0;1;0;4;
291075005000008;8;0;159341;159341;0;33;20;41;54;14;4;2;1;0;9;
291075005000009;8;0;153415;153415;0;61;49;78;59;7;0;0;0;0;7;
291075005000010;8;0;83437;83437;0;46;48;30;24;5;1;0;0;0;2;
291075005000011;8;0;66967;66967;0;41;21;34;22;1;0;1;0;0;10;
291075005000012;8;1;66504;66304;200;27;28;19;45;0;0;0;0;0;2;
291075005000013;8;0;30017;30017;0;2;1;6;4;4;0;1;0;0;1;
291075005000014;8;2;108518;108068;450;27;37;42;44;8;0;0;0;0;2;
291075005000015;8;1;158114;157802;312;27;57;49;61;12;0;0;0;0;1;
291075005000016;8;0;65129;65129;0;17;24;32;15;4;1;0;0;0;4;
291075005000017;5;0;55245;55245;0;36;36;27;12;5;0;0;0;0;27;
291075005000018;5;0;19953;19953;0;11;9;5;11;3;0;0;0;0;0;
291075005000019;5;0;99418;99418;0;26;22;51;41;6;0;0;0;0;4;
291075005000020;8;0;130461;130461;0;54;34;64;44;6;1;0;1;0;2;
291075005000021;8;1;66856;66736;120;32;20;29;29;5;0;1;0;0;3;
291075005000022;8;0;114716;114716;0;69;47;34;57;7;0;0;0;0;4;
291075005000023;1;0;154157;154157;0;15;40;54;84;15;1;0;0;0;6;
291075005000024;1;0;110557;110557;0;73;35;66;46;3;0;0;0;0;11;
291075005000025;1;0;205461;205461;0;13;28;56;76;25;6;4;0;0;2;
291075005000026;1;1;196007;192007;4000;28;33;46;58;24;7;1;2;1;3;
291075005000027;1;0;102259;102259;0;26;26;41;29;13;0;0;2;0;19;
291075005000028;5;0;19939;19939;0;5;9;6;12;1;0;0;0;0;0;
291075005000029;5;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
291075005000030;5;0;22112;22112;0;15;10;8;14;0;0;0;0;0;0;
291075005000031;5;0;24166;24166;0;11;6;8;9;3;0;0;0;0;3;
291075005000032;5;0;23022;23022;0;2;8;11;11;1;0;0;0;0;0;
291075005000033;5;1;59497;59497;0;10;16;26;24;12;1;0;0;0;2;
291075005000034;5;0;26177;26177;0;12;8;8;13;2;0;0;0;0;2;
291075005000035;5;0;42954;42954;0;22;18;22;15;2;0;0;0;0;0;
291075005000036;5;1;15023;14301;722;13;7;10;4;1;0;0;0;0;0;
291075005000037;5;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
291075005000038;8;0;80741;80741;0;86;23;32;25;9;0;0;0;0;3;
291075005000039;5;0;10369;10369;0;10;3;6;3;0;0;0;0;0;1;
291075005000040;5;0;27834;27834;0;15;7;11;14;1;0;0;0;0;0;
291075005000041;8;0;48233;48233;0;22;19;11;23;1;0;0;0;0;0;
291077605000001;1;1;252798;251778;1020;21;62;70;83;27;2;1;1;0;8;
291077605000002;1;0;248574;248574;0;14;15;56;62;27;4;3;4;0;4;
291077605000003;8;0;29380;29380;0;24;11;14;10;0;1;0;0;0;7;
291077605000004;8;0;29655;29655;0;17;6;10;14;4;0;0;0;0;21;
291077605000005;8;0;24449;24449;0;22;7;16;6;1;0;0;0;0;59;
291077605000006;8;0;33171;33171;0;22;5;19;9;1;0;1;0;0;10;
291077605000007;1;0;133813;133813;0;37;51;55;40;8;2;0;2;0;10;
291077620000001;1;0;154982;154982;0;54;43;75;59;14;1;1;0;0;15;
291077620000002;8;0;98379;98379;0;57;19;30;33;1;1;0;0;1;19;
291077620000003;8;0;34625;34625;0;13;9;8;12;6;1;0;0;0;6;
291077620000004;8;0;50812;50812;0;28;11;18;25;2;0;0;0;0;9;
291077620000005;8;0;63179;63179;0;27;11;17;21;2;1;1;0;0;2;
291077620000006;8;0;13342;13342;0;4;4;7;8;0;0;0;0;0;4;
291077620000007;8;0;46598;46598;0;21;17;17;16;2;1;0;0;0;3;
291080005060001;1;0;700488;700488;0;4;6;35;94;99;36;23;8;0;9;
291080005060002;1;0;924958;924958;0;2;10;43;127;133;59;23;3;0;8;
291080005060003;1;0;472333;472333;0;0;6;25;92;63;22;8;3;0;2;
291080005060004;1;3;481654;475784;5870;0;6;33;84;61;21;15;7;0;2;
291080005060005;1;0;318897;318897;0;2;17;52;65;45;11;4;4;0;40;
291080005060006;1;0;599436;599436;0;3;10;39;99;102;25;15;5;1;3;
291080005060007;1;0;426496;426496;0;6;16;43;136;61;15;8;1;0;6;
291080005060008;1;0;290496;290496;0;0;6;37;63;31;12;6;2;0;6;
291080005060009;1;0;526797;526797;0;2;15;76;121;69;19;6;7;0;2;
291080005060010;1;0;431046;431046;0;6;10;52;127;56;19;5;3;0;4;
291080005060011;1;0;175240;175240;0;0;8;26;39;22;7;2;2;0;2;
291080005060012;1;1;601266;600766;500;5;15;83;150;69;20;14;1;1;7;
291080005060013;1;2;828162;827102;1060;19;84;183;243;121;23;10;3;5;12;
291080005060014;1;0;332119;332119;0;1;10;43;86;35;8;6;2;1;9;
291080005060015;1;3;485870;482130;3740;1;6;46;106;71;13;13;4;0;14;
291080005060016;1;0;2545737;2545737;0;1;4;11;49;92;60;65;44;12;5;
291080005060017;1;0;615119;615119;0;0;5;38;92;80;24;13;8;0;2;
291080005060018;1;0;357431;357431;0;1;8;33;56;59;12;6;3;0;7;
291080005060019;1;2;538864;537204;1660;0;8;40;91;76;15;17;6;0;8;
291080005060020;1;0;658812;658812;0;2;19;64;143;97;29;12;3;0;4;
291080005060021;1;0;942228;942228;0;2;7;15;55;74;36;16;3;2;2;
291080005060022;1;0;691748;691748;0;13;57;138;146;72;26;20;11;2;19;
291080005060023;1;0;254421;254421;0;13;32;102;81;20;8;2;0;0;9;
291080005060024;1;2;546534;545324;1210;7;27;74;128;84;16;10;1;1;4;
291080005060025;1;0;639500;639500;0;1;10;32;68;52;24;22;11;2;1;
291080005060026;1;0;475111;475111;0;1;22;45;101;64;16;8;2;2;4;
291080005060027;1;0;231727;231727;0;7;23;68;85;35;1;4;0;0;8;
291080005060028;1;0;375724;375724;0;2;14;43;86;40;14;7;3;0;8;
291080005060029;1;1;911392;910882;510;13;59;116;137;64;24;30;22;3;16;
291080005060030;1;0;160579;160579;0;6;29;49;56;24;1;0;0;0;3;
291080005060031;1;1;262073;260803;1270;2;11;37;87;40;9;6;2;0;14;
291080005060032;1;0;341511;341511;0;2;17;45;79;55;7;5;4;0;13;
291080005060033;1;0;700333;700333;0;2;3;20;28;50;32;40;18;6;4;
291080005060034;1;0;355790;355790;0;2;13;64;94;63;5;6;4;0;5;
291080005060035;1;0;128203;128203;0;5;14;34;47;15;4;1;0;0;12;
291080005060036;1;4;209579;206984;2595;31;60;84;70;19;1;3;0;0;24;
291080005060037;1;8;434634;431242;3392;6;23;65;91;64;17;4;1;1;13;
291080005060038;1;0;269014;269014;0;23;46;109;61;29;5;2;2;0;49;
291080005060039;1;0;415540;415540;0;1;11;41;81;41;9;6;8;1;3;
291080005060040;1;0;1258344;1258344;0;7;21;69;129;77;19;22;29;11;10;
291080005060041;1;0;583979;583979;0;1;8;33;97;83;22;19;6;1;8;
291080005060042;1;0;806826;806826;0;0;2;11;35;68;30;30;22;4;0;
291080005060043;1;0;716396;716396;0;1;7;42;66;72;29;23;12;4;36;
291080005060044;1;1;491013;489913;1100;2;8;31;86;68;26;9;2;1;6;
291080005060045;1;2;567434;565162;2272;8;33;98;154;89;24;11;2;0;22;
291080005060046;1;1;413476;412976;500;7;20;84;138;70;5;5;1;0;8;
291080005060047;1;1;196785;196785;0;4;22;45;49;33;4;2;0;0;8;
291080005060048;1;0;183429;183429;0;16;35;70;63;20;3;0;0;0;6;
291080005060049;1;1;191755;191245;510;18;38;75;61;19;0;1;1;0;1;
291080005060050;1;0;122756;122756;0;3;17;36;18;6;1;1;1;2;25;
291080005060051;1;0;120939;120939;0;11;33;63;40;7;3;0;0;0;14;
291080005060052;1;0;539554;539554;0;4;5;51;95;87;20;10;6;0;2;
291080005060053;1;3;878103;878103;0;24;136;225;217;137;30;21;3;2;72;
291080005060054;1;0;188446;188446;0;6;19;43;42;25;6;2;0;1;4;
291080005060055;1;0;779325;779325;0;5;33;105;128;62;30;28;19;1;17;
291080005060056;1;0;462916;462916;0;8;49;149;149;40;7;6;1;0;13;
291080005060057;1;2;279234;278244;990;18;44;81;85;31;5;0;0;1;12;
291080005060058;1;0;1401976;1401976;0;47;56;139;130;126;61;64;34;12;32;
291080005060059;1;0;191479;191479;0;3;4;39;30;22;3;2;0;2;1;
291080005060060;1;0;357762;357762;0;11;38;92;105;45;6;6;1;0;5;
291080005060061;1;0;565365;565365;0;6;21;47;114;96;20;13;4;0;2;
291080005060062;1;0;349407;349407;0;4;29;84;131;50;6;1;0;0;15;
291080005060063;1;0;180170;180170;0;12;37;67;61;13;2;0;1;0;20;
291080005060064;1;0;222829;222829;0;2;27;74;83;28;4;0;0;0;9;
291080005060065;2;0;184804;184804;0;31;36;78;63;17;2;2;2;0;3;
291080005060066;2;1;468810;468110;700;21;80;148;151;44;1;3;2;0;20;
291080005060067;2;0;194282;194282;0;12;21;64;63;14;1;5;1;0;3;
291080005060068;1;0;388992;388992;0;12;16;38;80;35;17;12;6;1;11;
291080005060069;1;0;749679;749679;0;0;1;1;13;37;34;41;23;3;0;
291080005060070;8;1;192331;192081;250;11;19;73;58;13;2;3;1;0;15;
291080005060071;1;0;376785;376785;0;4;12;32;70;50;10;10;2;0;6;
291080005060072;1;0;214631;214631;0;11;32;88;67;16;4;2;2;0;6;
291080005060073;1;0;214924;214924;0;25;53;97;72;13;1;3;1;0;21;
291080005060074;1;0;327420;327420;0;0;4;25;63;44;12;12;0;0;2;
291080005060075;1;0;347362;347362;0;2;2;25;48;51;21;6;4;1;3;
291080005060076;1;0;314144;314144;0;1;18;65;99;52;6;4;2;0;20;
291080005060077;1;0;511679;511679;0;1;9;43;91;75;19;14;3;0;2;
291080005060078;1;0;381628;381628;0;0;7;13;54;53;18;6;4;2;6;
291080005060079;1;0;1493206;1493206;0;6;20;33;47;29;25;19;14;3;6;
291080005060080;1;0;274321;274321;0;15;26;62;87;28;6;2;3;0;20;
291080005060081;1;0;172889;172889;0;2;9;28;45;30;2;2;1;0;2;
291080005060082;1;1;224883;224383;500;7;28;66;65;32;6;3;1;0;25;
291080005060083;1;0;201343;201343;0;12;33;45;54;25;3;3;2;0;4;
291080005060084;1;0;62737;62737;0;5;7;24;21;10;0;0;0;0;1;
291080005060085;1;5;386673;384523;2150;27;49;102;121;60;10;2;0;0;9;
291080005060086;1;0;294411;294411;0;7;32;63;81;38;4;5;2;0;3;
291080005060087;2;0;143726;143726;0;13;31;63;55;15;2;0;0;0;9;
291080005060088;1;0;548379;548379;0;6;22;64;106;75;18;12;6;0;10;
291080005060089;1;0;144325;144325;0;0;0;0;3;12;13;8;7;1;0;
291080005060091;1;0;434837;434837;0;1;1;1;14;31;25;19;17;3;2;
291080005060092;1;0;215068;215068;0;0;4;0;3;19;8;11;4;5;0;
291080005060095;1;0;228120;228120;0;0;0;1;5;10;12;13;4;1;0;
291080005070001;2;0;129738;129738;0;33;42;79;40;11;0;0;0;0;6;
291080005070002;1;0;538995;538995;0;6;46;114;169;86;10;4;2;0;4;
291080005070003;1;0;230720;230720;0;18;40;117;82;17;1;2;0;0;4;
291080005070004;1;0;502709;502709;0;18;64;154;173;62;8;3;1;0;5;
291080005070005;1;0;324805;324805;0;7;17;46;80;39;8;5;3;1;5;
291080005070006;1;0;466696;466696;0;8;29;66;113;55;16;6;6;2;21;
291080005070007;1;0;478027;478027;0;4;19;69;104;66;18;12;2;0;6;
291080005070008;1;0;560881;560881;0;0;3;9;27;71;35;31;15;2;5;
291080005070009;1;1;367143;366193;950;21;47;133;150;28;2;1;1;0;11;
291080005070010;1;1;253058;252258;800;13;30;95;108;26;2;0;1;0;8;
291080005070011;1;1;312653;312653;0;20;47;106;98;26;5;2;3;0;25;
291080005070012;1;0;220846;220846;0;26;43;99;60;21;3;1;0;0;41;
291080005070013;1;0;306784;306784;0;25;65;130;109;16;5;1;1;0;10;
291080005070014;1;0;232613;232613;0;10;29;77;65;34;4;1;1;0;4;
291080005070015;1;1;101131;100827;304;8;27;48;37;13;1;0;0;0;2;
291080005070016;2;0;164192;164192;0;18;45;58;40;13;1;1;1;0;26;
291080005070017;1;0;447967;447967;0;1;10;43;87;60;12;8;7;0;5;
291080005070018;1;0;343437;343437;0;1;4;21;48;57;14;9;1;0;6;
291080005070019;1;0;378108;378108;0;0;1;20;58;66;23;16;5;0;1;
291080005070020;1;0;312468;312468;0;1;14;49;79;30;5;6;4;1;11;
291080005070021;1;0;405552;405552;0;1;22;62;112;61;14;1;3;0;6;
291080005070022;1;0;308781;308781;0;4;23;72;94;41;5;2;1;0;11;
291080005070023;1;0;308801;308801;0;4;12;37;80;41;10;5;2;0;1;
291080005070024;1;0;268377;268377;0;4;25;45;60;40;3;2;1;0;34;
291080005070025;1;1;418161;418011;150;9;31;78;111;57;13;2;2;0;39;
291080005070026;1;0;281083;281083;0;2;18;67;89;36;10;2;2;0;12;
291080005070027;1;0;668649;668649;0;7;22;58;113;88;31;15;2;1;2;
291080005070028;1;0;322817;322817;0;4;16;42;78;43;5;5;3;0;2;
291080005070029;1;0;867803;867803;0;0;2;13;38;87;41;45;7;3;4;
291080005070030;1;0;553442;553442;0;0;13;52;97;73;13;10;2;1;15;
291080005070031;1;0;500190;500190;0;1;12;39;94;76;21;10;4;0;7;
291080005070032;1;0;281118;281118;0;2;13;43;81;41;8;3;0;0;1;
291080005070033;1;0;402354;402354;0;3;18;69;118;59;9;2;0;0;3;
